   t		   e1rho1	   e1rho2   	   e2rho1	   e2rho2	   e3rho1   	   e3rho2  	   e4rho1          e4rho2          e5rho1          e5rho2	   e6rho1	   e6rho2	   e7rho1	   e7rho2	   e8rho1	   e8rho2
   1.1610000e+03   2.5068882e-01   3.7394567e-01   0.0000000e+00   6.9321464e-01   3.8649314e-01   4.7389345e-02   2.0632670e-01   0.0000000e+00   0.0000000e+00   3.8059201e-01   0.0000000e+00   2.5090744e-01   0.0000000e+00   3.9205403e-02   6.9312045e-01   0.0000000e+00
   1.1620000e+03   2.5068886e-01   3.7394549e-01   0.0000000e+00   6.9321417e-01   3.8649305e-01   4.7389358e-02   2.0632681e-01   0.0000000e+00   0.0000000e+00   3.8059198e-01   0.0000000e+00   2.5090742e-01   0.0000000e+00   3.9205412e-02   6.9312066e-01   0.0000000e+00
   1.1630000e+03   2.5068891e-01   3.7394530e-01   0.0000000e+00   6.9321370e-01   3.8649295e-01   4.7389370e-02   2.0632692e-01   0.0000000e+00   0.0000000e+00   3.8059196e-01   0.0000000e+00   2.5090741e-01   0.0000000e+00   3.9205421e-02   6.9312087e-01   0.0000000e+00
   1.1640000e+03   2.5068895e-01   3.7394512e-01   0.0000000e+00   6.9321324e-01   3.8649286e-01   4.7389382e-02   2.0632702e-01   0.0000000e+00   0.0000000e+00   3.8059193e-01   0.0000000e+00   2.5090739e-01   0.0000000e+00   3.9205430e-02   6.9312107e-01   0.0000000e+00
   1.1650000e+03   2.5068900e-01   3.7394494e-01   0.0000000e+00   6.9321278e-01   3.8649277e-01   4.7389394e-02   2.0632713e-01   0.0000000e+00   0.0000000e+00   3.8059190e-01   0.0000000e+00   2.5090738e-01   0.0000000e+00   3.9205440e-02   6.9312128e-01   0.0000000e+00
   1.1660000e+03   2.5068904e-01   3.7394476e-01   0.0000000e+00   6.9321232e-01   3.8649268e-01   4.7389407e-02   2.0632723e-01   0.0000000e+00   0.0000000e+00   3.8059188e-01   0.0000000e+00   2.5090737e-01   0.0000000e+00   3.9205449e-02   6.9312148e-01   0.0000000e+00
   1.1670000e+03   2.5068908e-01   3.7394459e-01   0.0000000e+00   6.9321186e-01   3.8649259e-01   4.7389419e-02   2.0632734e-01   0.0000000e+00   0.0000000e+00   3.8059185e-01   0.0000000e+00   2.5090735e-01   0.0000000e+00   3.9205459e-02   6.9312168e-01   0.0000000e+00
   1.1680000e+03   2.5068913e-01   3.7394441e-01   0.0000000e+00   6.9321140e-01   3.8649249e-01   4.7389431e-02   2.0632744e-01   0.0000000e+00   0.0000000e+00   3.8059183e-01   0.0000000e+00   2.5090734e-01   0.0000000e+00   3.9205468e-02   6.9312188e-01   0.0000000e+00
   1.1690000e+03   2.5068917e-01   3.7394424e-01   0.0000000e+00   6.9321095e-01   3.8649240e-01   4.7389443e-02   2.0632754e-01   0.0000000e+00   0.0000000e+00   3.8059180e-01   0.0000000e+00   2.5090733e-01   0.0000000e+00   3.9205477e-02   6.9312208e-01   0.0000000e+00
   1.1700000e+03   2.5068921e-01   3.7394406e-01   0.0000000e+00   6.9321050e-01   3.8649232e-01   4.7389455e-02   2.0632765e-01   0.0000000e+00   0.0000000e+00   3.8059178e-01   0.0000000e+00   2.5090732e-01   0.0000000e+00   3.9205487e-02   6.9312228e-01   0.0000000e+00
   1.1710000e+03   2.5068925e-01   3.7394390e-01   0.0000000e+00   6.9321005e-01   3.8649223e-01   4.7389467e-02   2.0632775e-01   0.0000000e+00   0.0000000e+00   3.8059175e-01   0.0000000e+00   2.5090730e-01   0.0000000e+00   3.9205497e-02   6.9312247e-01   0.0000000e+00
   1.1720000e+03   2.5068929e-01   3.7394373e-01   0.0000000e+00   6.9320960e-01   3.8649214e-01   4.7389479e-02   2.0632785e-01   0.0000000e+00   0.0000000e+00   3.8059173e-01   0.0000000e+00   2.5090729e-01   0.0000000e+00   3.9205506e-02   6.9312266e-01   0.0000000e+00
   1.1730000e+03   2.5068933e-01   3.7394356e-01   0.0000000e+00   6.9320916e-01   3.8649205e-01   4.7389491e-02   2.0632794e-01   0.0000000e+00   0.0000000e+00   3.8059171e-01   0.0000000e+00   2.5090728e-01   0.0000000e+00   3.9205516e-02   6.9312286e-01   0.0000000e+00
   1.1740000e+03   2.5068938e-01   3.7394340e-01   0.0000000e+00   6.9320872e-01   3.8649197e-01   4.7389503e-02   2.0632804e-01   0.0000000e+00   0.0000000e+00   3.8059169e-01   0.0000000e+00   2.5090727e-01   0.0000000e+00   3.9205526e-02   6.9312305e-01   0.0000000e+00
   1.1750000e+03   2.5068942e-01   3.7394323e-01   0.0000000e+00   6.9320827e-01   3.8649188e-01   4.7389515e-02   2.0632814e-01   0.0000000e+00   0.0000000e+00   3.8059166e-01   0.0000000e+00   2.5090726e-01   0.0000000e+00   3.9205535e-02   6.9312324e-01   0.0000000e+00
   1.1760000e+03   2.5068945e-01   3.7394307e-01   0.0000000e+00   6.9320784e-01   3.8649180e-01   4.7389527e-02   2.0632824e-01   0.0000000e+00   0.0000000e+00   3.8059164e-01   0.0000000e+00   2.5090725e-01   0.0000000e+00   3.9205545e-02   6.9312342e-01   0.0000000e+00
   1.1770000e+03   2.5068949e-01   3.7394291e-01   0.0000000e+00   6.9320740e-01   3.8649172e-01   4.7389538e-02   2.0632833e-01   0.0000000e+00   0.0000000e+00   3.8059162e-01   0.0000000e+00   2.5090724e-01   0.0000000e+00   3.9205555e-02   6.9312361e-01   0.0000000e+00
   1.1780000e+03   2.5068953e-01   3.7394275e-01   0.0000000e+00   6.9320696e-01   3.8649163e-01   4.7389550e-02   2.0632843e-01   0.0000000e+00   0.0000000e+00   3.8059160e-01   0.0000000e+00   2.5090722e-01   0.0000000e+00   3.9205565e-02   6.9312379e-01   0.0000000e+00
   1.1790000e+03   2.5068957e-01   3.7394260e-01   0.0000000e+00   6.9320653e-01   3.8649155e-01   4.7389562e-02   2.0632852e-01   0.0000000e+00   0.0000000e+00   3.8059158e-01   0.0000000e+00   2.5090721e-01   0.0000000e+00   3.9205575e-02   6.9312398e-01   0.0000000e+00
   1.1800000e+03   2.5068961e-01   3.7394244e-01   0.0000000e+00   6.9320610e-01   3.8649147e-01   4.7389573e-02   2.0632862e-01   0.0000000e+00   0.0000000e+00   3.8059156e-01   0.0000000e+00   2.5090720e-01   0.0000000e+00   3.9205584e-02   6.9312416e-01   0.0000000e+00
   1.1810000e+03   2.5068965e-01   3.7394229e-01   0.0000000e+00   6.9320567e-01   3.8649139e-01   4.7389585e-02   2.0632871e-01   0.0000000e+00   0.0000000e+00   3.8059154e-01   0.0000000e+00   2.5090719e-01   0.0000000e+00   3.9205594e-02   6.9312434e-01   0.0000000e+00
   1.1820000e+03   2.5068969e-01   3.7394214e-01   0.0000000e+00   6.9320525e-01   3.8649131e-01   4.7389597e-02   2.0632880e-01   0.0000000e+00   0.0000000e+00   3.8059152e-01   0.0000000e+00   2.5090719e-01   0.0000000e+00   3.9205604e-02   6.9312452e-01   0.0000000e+00
   1.1830000e+03   2.5068972e-01   3.7394198e-01   0.0000000e+00   6.9320482e-01   3.8649123e-01   4.7389608e-02   2.0632889e-01   0.0000000e+00   0.0000000e+00   3.8059151e-01   0.0000000e+00   2.5090718e-01   0.0000000e+00   3.9205614e-02   6.9312469e-01   0.0000000e+00
   1.1840000e+03   2.5068976e-01   3.7394184e-01   0.0000000e+00   6.9320440e-01   3.8649115e-01   4.7389620e-02   2.0632898e-01   0.0000000e+00   0.0000000e+00   3.8059149e-01   0.0000000e+00   2.5090717e-01   0.0000000e+00   3.9205624e-02   6.9312487e-01   0.0000000e+00
   1.1850000e+03   2.5068980e-01   3.7394169e-01   0.0000000e+00   6.9320398e-01   3.8649107e-01   4.7389631e-02   2.0632907e-01   0.0000000e+00   0.0000000e+00   3.8059147e-01   0.0000000e+00   2.5090716e-01   0.0000000e+00   3.9205634e-02   6.9312504e-01   0.0000000e+00
   1.1860000e+03   2.5068983e-01   3.7394154e-01   0.0000000e+00   6.9320357e-01   3.8649100e-01   4.7389642e-02   2.0632916e-01   0.0000000e+00   0.0000000e+00   3.8059145e-01   0.0000000e+00   2.5090715e-01   0.0000000e+00   3.9205644e-02   6.9312522e-01   0.0000000e+00
   1.1870000e+03   2.5068987e-01   3.7394140e-01   0.0000000e+00   6.9320315e-01   3.8649092e-01   4.7389654e-02   2.0632925e-01   0.0000000e+00   0.0000000e+00   3.8059144e-01   0.0000000e+00   2.5090714e-01   0.0000000e+00   3.9205654e-02   6.9312539e-01   0.0000000e+00
   1.1880000e+03   2.5068990e-01   3.7394126e-01   0.0000000e+00   6.9320274e-01   3.8649084e-01   4.7389665e-02   2.0632934e-01   0.0000000e+00   0.0000000e+00   3.8059142e-01   0.0000000e+00   2.5090713e-01   0.0000000e+00   3.9205664e-02   6.9312556e-01   0.0000000e+00
   1.1890000e+03   2.5068994e-01   3.7394111e-01   0.0000000e+00   6.9320233e-01   3.8649077e-01   4.7389676e-02   2.0632942e-01   0.0000000e+00   0.0000000e+00   3.8059140e-01   0.0000000e+00   2.5090712e-01   0.0000000e+00   3.9205674e-02   6.9312573e-01   0.0000000e+00
   1.1900000e+03   2.5068997e-01   3.7394097e-01   0.0000000e+00   6.9320192e-01   3.8649070e-01   4.7389687e-02   2.0632951e-01   0.0000000e+00   0.0000000e+00   3.8059139e-01   0.0000000e+00   2.5090712e-01   0.0000000e+00   3.9205684e-02   6.9312590e-01   0.0000000e+00
   1.1910000e+03   2.5069001e-01   3.7394084e-01   0.0000000e+00   6.9320151e-01   3.8649062e-01   4.7389699e-02   2.0632960e-01   0.0000000e+00   0.0000000e+00   3.8059137e-01   0.0000000e+00   2.5090711e-01   0.0000000e+00   3.9205694e-02   6.9312606e-01   0.0000000e+00
   1.1920000e+03   2.5069004e-01   3.7394070e-01   0.0000000e+00   6.9320111e-01   3.8649055e-01   4.7389710e-02   2.0632968e-01   0.0000000e+00   0.0000000e+00   3.8059136e-01   0.0000000e+00   2.5090710e-01   0.0000000e+00   3.9205704e-02   6.9312623e-01   0.0000000e+00
   1.1930000e+03   2.5069007e-01   3.7394056e-01   0.0000000e+00   6.9320070e-01   3.8649048e-01   4.7389721e-02   2.0632976e-01   0.0000000e+00   0.0000000e+00   3.8059134e-01   0.0000000e+00   2.5090709e-01   0.0000000e+00   3.9205714e-02   6.9312639e-01   0.0000000e+00
   1.1940000e+03   2.5069011e-01   3.7394043e-01   0.0000000e+00   6.9320030e-01   3.8649040e-01   4.7389732e-02   2.0632985e-01   0.0000000e+00   0.0000000e+00   3.8059133e-01   0.0000000e+00   2.5090709e-01   0.0000000e+00   3.9205724e-02   6.9312656e-01   0.0000000e+00
   1.1950000e+03   2.5069014e-01   3.7394030e-01   0.0000000e+00   6.9319991e-01   3.8649033e-01   4.7389743e-02   2.0632993e-01   0.0000000e+00   0.0000000e+00   3.8059131e-01   0.0000000e+00   2.5090708e-01   0.0000000e+00   3.9205735e-02   6.9312672e-01   0.0000000e+00
   1.1960000e+03   2.5069017e-01   3.7394016e-01   0.0000000e+00   6.9319951e-01   3.8649026e-01   4.7389754e-02   2.0633001e-01   0.0000000e+00   0.0000000e+00   3.8059130e-01   0.0000000e+00   2.5090707e-01   0.0000000e+00   3.9205745e-02   6.9312688e-01   0.0000000e+00
   1.1970000e+03   2.5069020e-01   3.7394003e-01   0.0000000e+00   6.9319912e-01   3.8649019e-01   4.7389765e-02   2.0633009e-01   0.0000000e+00   0.0000000e+00   3.8059129e-01   0.0000000e+00   2.5090706e-01   0.0000000e+00   3.9205755e-02   6.9312704e-01   0.0000000e+00
   1.1980000e+03   2.5069024e-01   3.7393991e-01   0.0000000e+00   6.9319872e-01   3.8649013e-01   4.7389775e-02   2.0633017e-01   0.0000000e+00   0.0000000e+00   3.8059127e-01   0.0000000e+00   2.5090706e-01   0.0000000e+00   3.9205765e-02   6.9312720e-01   0.0000000e+00
   1.1990000e+03   2.5069027e-01   3.7393978e-01   0.0000000e+00   6.9319833e-01   3.8649006e-01   4.7389786e-02   2.0633025e-01   0.0000000e+00   0.0000000e+00   3.8059126e-01   0.0000000e+00   2.5090705e-01   0.0000000e+00   3.9205775e-02   6.9312735e-01   0.0000000e+00
   1.2000000e+03   2.5069030e-01   3.7393965e-01   0.0000000e+00   6.9319795e-01   3.8648999e-01   4.7389797e-02   2.0633033e-01   0.0000000e+00   0.0000000e+00   3.8059125e-01   0.0000000e+00   2.5090704e-01   0.0000000e+00   3.9205785e-02   6.9312751e-01   0.0000000e+00
   1.2010000e+03   2.5069033e-01   3.7393953e-01   0.0000000e+00   6.9319756e-01   3.8648992e-01   4.7389808e-02   2.0633041e-01   0.0000000e+00   0.0000000e+00   3.8059123e-01   0.0000000e+00   2.5090704e-01   0.0000000e+00   3.9205795e-02   6.9312766e-01   0.0000000e+00
   1.2020000e+03   2.5069036e-01   3.7393940e-01   0.0000000e+00   6.9319718e-01   3.8648986e-01   4.7389818e-02   2.0633049e-01   0.0000000e+00   0.0000000e+00   3.8059122e-01   0.0000000e+00   2.5090703e-01   0.0000000e+00   3.9205805e-02   6.9312782e-01   0.0000000e+00
   1.2030000e+03   2.5069039e-01   3.7393928e-01   0.0000000e+00   6.9319680e-01   3.8648979e-01   4.7389829e-02   2.0633057e-01   0.0000000e+00   0.0000000e+00   3.8059121e-01   0.0000000e+00   2.5090703e-01   0.0000000e+00   3.9205815e-02   6.9312797e-01   0.0000000e+00
   1.2040000e+03   2.5069042e-01   3.7393916e-01   0.0000000e+00   6.9319642e-01   3.8648972e-01   4.7389839e-02   2.0633064e-01   0.0000000e+00   0.0000000e+00   3.8059120e-01   0.0000000e+00   2.5090702e-01   0.0000000e+00   3.9205825e-02   6.9312812e-01   0.0000000e+00
   1.2050000e+03   2.5069045e-01   3.7393904e-01   0.0000000e+00   6.9319604e-01   3.8648966e-01   4.7389850e-02   2.0633072e-01   0.0000000e+00   0.0000000e+00   3.8059119e-01   0.0000000e+00   2.5090702e-01   0.0000000e+00   3.9205836e-02   6.9312827e-01   0.0000000e+00
   1.2060000e+03   2.5069048e-01   3.7393892e-01   0.0000000e+00   6.9319567e-01   3.8648960e-01   4.7389860e-02   2.0633080e-01   0.0000000e+00   0.0000000e+00   3.8059118e-01   0.0000000e+00   2.5090701e-01   0.0000000e+00   3.9205846e-02   6.9312842e-01   0.0000000e+00
   1.2070000e+03   2.5069051e-01   3.7393881e-01   0.0000000e+00   6.9319529e-01   3.8648953e-01   4.7389871e-02   2.0633087e-01   0.0000000e+00   0.0000000e+00   3.8059117e-01   0.0000000e+00   2.5090701e-01   0.0000000e+00   3.9205856e-02   6.9312856e-01   0.0000000e+00
   1.2080000e+03   2.5069054e-01   3.7393869e-01   0.0000000e+00   6.9319492e-01   3.8648947e-01   4.7389881e-02   2.0633094e-01   0.0000000e+00   0.0000000e+00   3.8059116e-01   0.0000000e+00   2.5090700e-01   0.0000000e+00   3.9205866e-02   6.9312871e-01   0.0000000e+00
   1.2090000e+03   2.5069057e-01   3.7393858e-01   0.0000000e+00   6.9319456e-01   3.8648941e-01   4.7389891e-02   2.0633102e-01   0.0000000e+00   0.0000000e+00   3.8059115e-01   0.0000000e+00   2.5090700e-01   0.0000000e+00   3.9205876e-02   6.9312886e-01   0.0000000e+00
   1.2100000e+03   2.5069059e-01   3.7393846e-01   0.0000000e+00   6.9319419e-01   3.8648934e-01   4.7389902e-02   2.0633109e-01   0.0000000e+00   0.0000000e+00   3.8059114e-01   0.0000000e+00   2.5090699e-01   0.0000000e+00   3.9205886e-02   6.9312900e-01   0.0000000e+00
   1.2110000e+03   2.5069062e-01   3.7393835e-01   0.0000000e+00   6.9319383e-01   3.8648928e-01   4.7389912e-02   2.0633116e-01   0.0000000e+00   0.0000000e+00   3.8059113e-01   0.0000000e+00   2.5090699e-01   0.0000000e+00   3.9205896e-02   6.9312914e-01   0.0000000e+00
   1.2120000e+03   2.5069065e-01   3.7393824e-01   0.0000000e+00   6.9319346e-01   3.8648922e-01   4.7389922e-02   2.0633123e-01   0.0000000e+00   0.0000000e+00   3.8059112e-01   0.0000000e+00   2.5090698e-01   0.0000000e+00   3.9205906e-02   6.9312928e-01   0.0000000e+00
   1.2130000e+03   2.5069068e-01   3.7393813e-01   0.0000000e+00   6.9319310e-01   3.8648916e-01   4.7389932e-02   2.0633131e-01   0.0000000e+00   0.0000000e+00   3.8059111e-01   0.0000000e+00   2.5090698e-01   0.0000000e+00   3.9205916e-02   6.9312942e-01   0.0000000e+00
   1.2140000e+03   2.5069070e-01   3.7393802e-01   0.0000000e+00   6.9319275e-01   3.8648910e-01   4.7389942e-02   2.0633138e-01   0.0000000e+00   0.0000000e+00   3.8059110e-01   0.0000000e+00   2.5090697e-01   0.0000000e+00   3.9205926e-02   6.9312956e-01   0.0000000e+00
   1.2150000e+03   2.5069073e-01   3.7393791e-01   0.0000000e+00   6.9319239e-01   3.8648904e-01   4.7389952e-02   2.0633145e-01   0.0000000e+00   0.0000000e+00   3.8059109e-01   0.0000000e+00   2.5090697e-01   0.0000000e+00   3.9205936e-02   6.9312970e-01   0.0000000e+00
   1.2160000e+03   2.5069076e-01   3.7393781e-01   0.0000000e+00   6.9319204e-01   3.8648899e-01   4.7389962e-02   2.0633151e-01   0.0000000e+00   0.0000000e+00   3.8059108e-01   0.0000000e+00   2.5090696e-01   0.0000000e+00   3.9205946e-02   6.9312984e-01   0.0000000e+00
   1.2170000e+03   2.5069078e-01   3.7393770e-01   0.0000000e+00   6.9319169e-01   3.8648893e-01   4.7389972e-02   2.0633158e-01   0.0000000e+00   0.0000000e+00   3.8059108e-01   0.0000000e+00   2.5090696e-01   0.0000000e+00   3.9205956e-02   6.9312998e-01   0.0000000e+00
   1.2180000e+03   2.5069081e-01   3.7393760e-01   0.0000000e+00   6.9319134e-01   3.8648887e-01   4.7389982e-02   2.0633165e-01   0.0000000e+00   0.0000000e+00   3.8059107e-01   0.0000000e+00   2.5090696e-01   0.0000000e+00   3.9205966e-02   6.9313011e-01   0.0000000e+00
   1.2190000e+03   2.5069084e-01   3.7393749e-01   0.0000000e+00   6.9319099e-01   3.8648882e-01   4.7389991e-02   2.0633172e-01   0.0000000e+00   0.0000000e+00   3.8059106e-01   0.0000000e+00   2.5090695e-01   0.0000000e+00   3.9205976e-02   6.9313025e-01   0.0000000e+00
   1.2200000e+03   2.5069086e-01   3.7393739e-01   0.0000000e+00   6.9319064e-01   3.8648876e-01   4.7390001e-02   2.0633179e-01   0.0000000e+00   0.0000000e+00   3.8059105e-01   0.0000000e+00   2.5090695e-01   0.0000000e+00   3.9205986e-02   6.9313038e-01   0.0000000e+00
   1.2210000e+03   2.5069089e-01   3.7393729e-01   0.0000000e+00   6.9319030e-01   3.8648870e-01   4.7390011e-02   2.0633185e-01   0.0000000e+00   0.0000000e+00   3.8059105e-01   0.0000000e+00   2.5090695e-01   0.0000000e+00   3.9205996e-02   6.9313051e-01   0.0000000e+00
   1.2220000e+03   2.5069091e-01   3.7393719e-01   0.0000000e+00   6.9318996e-01   3.8648865e-01   4.7390021e-02   2.0633192e-01   0.0000000e+00   0.0000000e+00   3.8059104e-01   0.0000000e+00   2.5090694e-01   0.0000000e+00   3.9206006e-02   6.9313064e-01   0.0000000e+00
   1.2230000e+03   2.5069094e-01   3.7393709e-01   0.0000000e+00   6.9318962e-01   3.8648859e-01   4.7390030e-02   2.0633198e-01   0.0000000e+00   0.0000000e+00   3.8059103e-01   0.0000000e+00   2.5090694e-01   0.0000000e+00   3.9206016e-02   6.9313077e-01   0.0000000e+00
   1.2240000e+03   2.5069096e-01   3.7393700e-01   0.0000000e+00   6.9318928e-01   3.8648854e-01   4.7390040e-02   2.0633205e-01   0.0000000e+00   0.0000000e+00   3.8059103e-01   0.0000000e+00   2.5090694e-01   0.0000000e+00   3.9206026e-02   6.9313090e-01   0.0000000e+00
   1.2250000e+03   2.5069099e-01   3.7393690e-01   0.0000000e+00   6.9318895e-01   3.8648849e-01   4.7390049e-02   2.0633211e-01   0.0000000e+00   0.0000000e+00   3.8059102e-01   0.0000000e+00   2.5090693e-01   0.0000000e+00   3.9206035e-02   6.9313103e-01   0.0000000e+00
   1.2260000e+03   2.5069101e-01   3.7393680e-01   0.0000000e+00   6.9318862e-01   3.8648843e-01   4.7390059e-02   2.0633217e-01   0.0000000e+00   0.0000000e+00   3.8059101e-01   0.0000000e+00   2.5090693e-01   0.0000000e+00   3.9206045e-02   6.9313116e-01   0.0000000e+00
   1.2270000e+03   2.5069103e-01   3.7393671e-01   0.0000000e+00   6.9318829e-01   3.8648838e-01   4.7390068e-02   2.0633224e-01   0.0000000e+00   0.0000000e+00   3.8059101e-01   0.0000000e+00   2.5090693e-01   0.0000000e+00   3.9206055e-02   6.9313128e-01   0.0000000e+00
   1.2280000e+03   2.5069106e-01   3.7393662e-01   0.0000000e+00   6.9318796e-01   3.8648833e-01   4.7390077e-02   2.0633230e-01   0.0000000e+00   0.0000000e+00   3.8059100e-01   0.0000000e+00   2.5090693e-01   0.0000000e+00   3.9206065e-02   6.9313141e-01   0.0000000e+00
   1.2290000e+03   2.5069108e-01   3.7393652e-01   0.0000000e+00   6.9318763e-01   3.8648828e-01   4.7390087e-02   2.0633236e-01   0.0000000e+00   0.0000000e+00   3.8059100e-01   0.0000000e+00   2.5090692e-01   0.0000000e+00   3.9206075e-02   6.9313153e-01   0.0000000e+00
   1.2300000e+03   2.5069110e-01   3.7393643e-01   0.0000000e+00   6.9318731e-01   3.8648823e-01   4.7390096e-02   2.0633242e-01   0.0000000e+00   0.0000000e+00   3.8059099e-01   0.0000000e+00   2.5090692e-01   0.0000000e+00   3.9206084e-02   6.9313166e-01   0.0000000e+00
   1.2310000e+03   2.5069112e-01   3.7393634e-01   0.0000000e+00   6.9318698e-01   3.8648818e-01   4.7390105e-02   2.0633248e-01   0.0000000e+00   0.0000000e+00   3.8059099e-01   0.0000000e+00   2.5090692e-01   0.0000000e+00   3.9206094e-02   6.9313178e-01   0.0000000e+00
   1.2320000e+03   2.5069115e-01   3.7393625e-01   0.0000000e+00   6.9318666e-01   3.8648813e-01   4.7390114e-02   2.0633254e-01   0.0000000e+00   0.0000000e+00   3.8059098e-01   0.0000000e+00   2.5090692e-01   0.0000000e+00   3.9206104e-02   6.9313190e-01   0.0000000e+00
   1.2330000e+03   2.5069117e-01   3.7393617e-01   0.0000000e+00   6.9318634e-01   3.8648808e-01   4.7390123e-02   2.0633260e-01   0.0000000e+00   0.0000000e+00   3.8059098e-01   0.0000000e+00   2.5090692e-01   0.0000000e+00   3.9206113e-02   6.9313202e-01   0.0000000e+00
   1.2340000e+03   2.5069119e-01   3.7393608e-01   0.0000000e+00   6.9318603e-01   3.8648803e-01   4.7390132e-02   2.0633266e-01   0.0000000e+00   0.0000000e+00   3.8059097e-01   0.0000000e+00   2.5090691e-01   0.0000000e+00   3.9206123e-02   6.9313214e-01   0.0000000e+00
   1.2350000e+03   2.5069121e-01   3.7393599e-01   0.0000000e+00   6.9318571e-01   3.8648798e-01   4.7390141e-02   2.0633272e-01   0.0000000e+00   0.0000000e+00   3.8059097e-01   0.0000000e+00   2.5090691e-01   0.0000000e+00   3.9206133e-02   6.9313226e-01   0.0000000e+00
   1.2360000e+03   2.5069123e-01   3.7393591e-01   0.0000000e+00   6.9318540e-01   3.8648793e-01   4.7390150e-02   2.0633278e-01   0.0000000e+00   0.0000000e+00   3.8059096e-01   0.0000000e+00   2.5090691e-01   0.0000000e+00   3.9206142e-02   6.9313238e-01   0.0000000e+00
   1.2370000e+03   2.5069126e-01   3.7393582e-01   0.0000000e+00   6.9318509e-01   3.8648788e-01   4.7390159e-02   2.0633284e-01   0.0000000e+00   0.0000000e+00   3.8059096e-01   0.0000000e+00   2.5090691e-01   0.0000000e+00   3.9206152e-02   6.9313249e-01   0.0000000e+00
   1.2380000e+03   2.5069128e-01   3.7393574e-01   0.0000000e+00   6.9318478e-01   3.8648784e-01   4.7390168e-02   2.0633289e-01   0.0000000e+00   0.0000000e+00   3.8059096e-01   0.0000000e+00   2.5090691e-01   0.0000000e+00   3.9206161e-02   6.9313261e-01   0.0000000e+00
   1.2390000e+03   2.5069130e-01   3.7393566e-01   0.0000000e+00   6.9318447e-01   3.8648779e-01   4.7390177e-02   2.0633295e-01   0.0000000e+00   0.0000000e+00   3.8059095e-01   0.0000000e+00   2.5090690e-01   0.0000000e+00   3.9206171e-02   6.9313273e-01   0.0000000e+00
   1.2400000e+03   2.5069132e-01   3.7393557e-01   0.0000000e+00   6.9318417e-01   3.8648774e-01   4.7390185e-02   2.0633300e-01   0.0000000e+00   0.0000000e+00   3.8059095e-01   0.0000000e+00   2.5090690e-01   0.0000000e+00   3.9206180e-02   6.9313284e-01   0.0000000e+00
   1.2410000e+03   2.5069134e-01   3.7393549e-01   0.0000000e+00   6.9318387e-01   3.8648770e-01   4.7390194e-02   2.0633306e-01   0.0000000e+00   0.0000000e+00   3.8059095e-01   0.0000000e+00   2.5090690e-01   0.0000000e+00   3.9206190e-02   6.9313295e-01   0.0000000e+00
   1.2420000e+03   2.5069136e-01   3.7393541e-01   0.0000000e+00   6.9318357e-01   3.8648765e-01   4.7390203e-02   2.0633311e-01   0.0000000e+00   0.0000000e+00   3.8059094e-01   0.0000000e+00   2.5090690e-01   0.0000000e+00   3.9206199e-02   6.9313307e-01   0.0000000e+00
   1.2430000e+03   2.5069138e-01   3.7393533e-01   0.0000000e+00   6.9318327e-01   3.8648761e-01   4.7390211e-02   2.0633317e-01   0.0000000e+00   0.0000000e+00   3.8059094e-01   0.0000000e+00   2.5090690e-01   0.0000000e+00   3.9206209e-02   6.9313318e-01   0.0000000e+00
   1.2440000e+03   2.5069140e-01   3.7393526e-01   0.0000000e+00   6.9318297e-01   3.8648756e-01   4.7390220e-02   2.0633322e-01   0.0000000e+00   0.0000000e+00   3.8059094e-01   0.0000000e+00   2.5090690e-01   0.0000000e+00   3.9206218e-02   6.9313329e-01   0.0000000e+00
   1.2450000e+03   2.5069142e-01   3.7393518e-01   0.0000000e+00   6.9318268e-01   3.8648752e-01   4.7390228e-02   2.0633328e-01   0.0000000e+00   0.0000000e+00   3.8059093e-01   0.0000000e+00   2.5090690e-01   0.0000000e+00   3.9206228e-02   6.9313340e-01   0.0000000e+00
   1.2460000e+03   2.5069144e-01   3.7393510e-01   0.0000000e+00   6.9318238e-01   3.8648747e-01   4.7390237e-02   2.0633333e-01   0.0000000e+00   0.0000000e+00   3.8059093e-01   0.0000000e+00   2.5090690e-01   0.0000000e+00   3.9206237e-02   6.9313351e-01   0.0000000e+00
   1.2470000e+03   2.5069146e-01   3.7393503e-01   0.0000000e+00   6.9318209e-01   3.8648743e-01   4.7390245e-02   2.0633338e-01   0.0000000e+00   0.0000000e+00   3.8059093e-01   0.0000000e+00   2.5090690e-01   0.0000000e+00   3.9206246e-02   6.9313361e-01   0.0000000e+00
   1.2480000e+03   2.5069148e-01   3.7393495e-01   0.0000000e+00   6.9318180e-01   3.8648739e-01   4.7390254e-02   2.0633343e-01   0.0000000e+00   0.0000000e+00   3.8059093e-01   0.0000000e+00   2.5090689e-01   0.0000000e+00   3.9206255e-02   6.9313372e-01   0.0000000e+00
   1.2490000e+03   2.5069149e-01   3.7393488e-01   0.0000000e+00   6.9318152e-01   3.8648735e-01   4.7390262e-02   2.0633349e-01   0.0000000e+00   0.0000000e+00   3.8059093e-01   0.0000000e+00   2.5090689e-01   0.0000000e+00   3.9206265e-02   6.9313383e-01   0.0000000e+00
   1.2500000e+03   2.5069151e-01   3.7393481e-01   0.0000000e+00   6.9318123e-01   3.8648730e-01   4.7390270e-02   2.0633354e-01   0.0000000e+00   0.0000000e+00   3.8059092e-01   0.0000000e+00   2.5090689e-01   0.0000000e+00   3.9206274e-02   6.9313393e-01   0.0000000e+00
